name,description,price,location,url,page
iphone 13,iPhone 13 -128GB new for sale,"EGP 28,500
Negotiable","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-new-for-sale-ID206166243.html,7
iphone 13,iPhone 13 Pro Max256,"EGP 26,500","Hawamdeya, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max256-ID206166226.html,7
iphone 13,"(NEW) iphone 13 , ايفون ١٣","EGP 28,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/new-iphone-13-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-ID206166169.html,7
iphone 13,iphone 13 promax ايفون,"EGP 36,500","Haram, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-promax-%D8%A7%D9%8A%D9%81%D9%88%D9%86-ID206165741.html,7
iphone 13,Iphone 13 pro max,Not Available,"Luxor City, Luxor•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206165275.html,7
iphone 13,iPhone 13 Pro Max,"EGP 30,000","Glim, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID202916658.html,7
iphone 13,iphone 13,"EGP 28,000
Negotiable","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206165053.html,7
iphone 13,iphone 13 128g,"EGP 23,000","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-ID206164920.html,7
iphone 13,iphone13,"EGP 26,000","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone13-ID206164453.html,7
iphone 13,iPhone 13,"EGP 21,500","Hadayek Helwan, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206164202.html,7
iphone 13,iPhone 13 Pro,"EGP 38,000
Negotiable","New Giza Compound, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206163882.html,7
iphone 13,IPHONE 13 PRO MAX,"EGP 38,000","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206163702.html,7
iphone 13,iphone 13 pro max,"EGP 23,000
Negotiable","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206163370.html,7
iphone 13,iphone 13,"EGP 27,000","Zagazig, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206163315.html,7
iphone 13,iPhone 13 256GB آيفون 13 256 جيجا أزرق,"EGP 22,000
Negotiable","1st Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-256gb-%D8%A2%D9%8A%D9%81%D9%88%D9%86-13-256-%D8%AC%D9%8A%D8%AC%D8%A7-%D8%A3%D8%B2%D8%B1%D9%82-ID206162843.html,7
iphone 13,iPhone 13 Pro Max for sale,"EGP 38,000
Negotiable","Maryotaya, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-for-sale-ID206162634.html,7
iphone 13,iPhone 13 Pro Max,"EGP 28,000
Negotiable","Go Heliopolis Compound, Heliopolis•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206162797.html,7
iphone 13,iphone 13 for sale 512 - للبيع ايفون ١٣,"EGP 26,000
Negotiable","New Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-512-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-ID206162311.html,7
iphone 13,iPhone 13,"EGP 25,000","Warraq, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206161492.html,7
iphone 13,Iphone 13,"EGP 25,500","Rod al-Farag, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206161162.html,7
iphone 13,iPhone 13 Pro max,"EGP 44,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206161030.html,7
iphone 13,iphone 13 pro,"EGP 28,000","Sidi Beshr, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206161015.html,7
iphone 13,Apple - iPhone 13 - 76% Battery,"EGP 21,500
Negotiable","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/apple-iphone-13-76-battery-ID203794256.html,7
iphone 13,iphone 13 pro,"EGP 29,500
Negotiable","6th of October, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206160252.html,7
iphone 13,iPhone 13 Pro Max 128,"EGP 36,000
Negotiable","Banha, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-128-ID203085527.html,7
iphone 13,iphone 13,"EGP 26,000","15 May City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206159964.html,7
iphone 13,iPhone 13 mini,"EGP 15,000
Negotiable","Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206159869.html,7
iphone 13,iphone 13 Tradeline,"EGP 31,000","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-tradeline-ID205744382.html,7
iphone 13,iPhone 13 Pro Max 512 B93,"EGP 45,000","Tanta, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-512-b93-ID206159557.html,7
iphone 13,للبيع iphone 13,"EGP 25,000
Negotiable","New Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-iphone-13-ID202440823.html,7
iphone 13,IPhone 13 Pro Max,"EGP 35,000","Port Fouad, Port Said•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206159078.html,7
iphone 13,iPhone 13 128 giga battery 100% جديد زيرو ضمان تريد لاين,"EGP 27,500","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-giga-battery-100-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%B2%D9%8A%D8%B1%D9%88-%D8%B6%D9%85%D8%A7%D9%86-%D8%AA%D8%B1%D9%8A%D8%AF-%D9%84%D8%A7%D9%8A%D9%86-ID206158487.html,7
iphone 13,iphone 13 128 dual sim,"EGP 21,000","Downtown Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-dual-sim-ID206158404.html,7
iphone 13,iphone 13 pro 256G,"EGP 25,000","Sporting, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256g-ID206158196.html,7
iphone 13,Apple iPhone 13 PRO Max Dark Grey 256 - DUAL - Like NEW.,"EGP 39,000","Madinaty, Cairo•",https://www.dubizzle.com.eg/en/ad/apple-iphone-13-pro-max-dark-grey-256-dual-like-new-ID206158034.html,8
iphone 13,iphone 13,"EGP 23,000","Al Ibrahimiyyah, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206158031.html,8
iphone 13,iPhone 13pro,"EGP 35,000
Negotiable","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-ID206157449.html,8
iphone 13,iphone 13 pro,"EGP 33,000","Shubra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206157280.html,8
iphone 13,iPhone 13,"EGP 29,500","Salam City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206156897.html,8
iphone 13,Iphone 13 pro max,"EGP 39,000
Negotiable","Fleming, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206156608.html,8
iphone 13,iPhone 13 Pro Max,"EGP 36,500","Obour City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206156388.html,8
iphone 13,iphone 13 زيرو استخدام خفيف بطاريه ١٠٠٪؜ مساحه 128H,"EGP 28,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%B2%D9%8A%D8%B1%D9%88-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AE%D9%81%D9%8A%D9%81-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D9%87-%D9%A1%D9%A0%D9%A0-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-128h-ID206143978.html,8
iphone 13,iPhone 13,Not Available,"Kafr Saqr, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206156207.html,8
iphone 13,iPhone 13 used,"EGP 25,000
Negotiable","Al Hadaba Al Wosta, Mokattam•",https://www.dubizzle.com.eg/en/ad/iphone-13-used-ID206156066.html,8
iphone 13,iphone 13,"EGP 20,000","Helmeyat El Zaytoun, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206155936.html,8
iphone 13,iPhone 13 Pro Max,"EGP 35,000","Asyut City, Asyut•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206155880.html,8
iphone 13,iphone 13,"EGP 28,500","Ismailia City, Ismailia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206155509.html,8
iphone 13,iPhone 13,"EGP 26,000","Fleming, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206155267.html,8
iphone 13,ايفون ١٣ برو مكس ٢٥٦ iphone 13 pro max,"EGP 36,000","El Hosary Square, 6th of October•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%A8%D8%B1%D9%88-%D9%85%D9%83%D8%B3-%D9%A2%D9%A5%D9%A6-iphone-13-pro-max-ID206155119.html,8
iphone 13,iphone 13 128gd,"EGP 19,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gd-ID206154594.html,8
iphone 13,iPhone 13 pro max 128 ايفون,"EGP 38,000","Hadayek October, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-128-%D8%A7%D9%8A%D9%81%D9%88%D9%86-ID205878172.html,8
iphone 13,Iphone 13 pro 128gb,"EGP 30,000
Negotiable","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-128gb-ID206154476.html,8
iphone 13,iPhone 13 new,"EGP 30,000
Negotiable","Obour City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-new-ID206154354.html,8
iphone 13,iPhone 13,"EGP 23,000","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206154128.html,8
iphone 13,iPhone 13 128 Gb,"EGP 23,000
Negotiable","Gardenia Compound, Nasr City•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-ID206154020.html,8
iphone 13,iPhone 13,"EGP 25,000","Victoria, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206153279.html,8
iphone 13,iPhone 13,"EGP 30,000","Marg, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206153220.html,8
iphone 13,ايفون ١٣ ١٢٨ /iphone 13,"EGP 25,000
Negotiable","Marg, Cairo•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D9%A1%D9%A2%D9%A8-iphone-13-ID206153067.html,8
iphone 13,iphone 13,"EGP 20,000
Negotiable","GCR Golf City, Obour City•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205752423.html,8
iphone 13,iphone 13 pro max,"EGP 30,000
Negotiable","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID204395051.html,8
iphone 13,iphone13 128G,"EGP 23,000","Seyouf, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone13-128g-ID206151602.html,8
iphone 13,IPhone 13,"EGP 24,000","Shubra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206151013.html,8
iphone 13,IPhone 13 ايفون ١٣,"EGP 28,000","Tookh, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-ID206150746.html,8
iphone 13,IPhone 13 Pro Max 256,"EGP 35,000","Etay al-Barud, Beheira•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-ID206150347.html,8
iphone 13,ايفون ١٣ برو ٢٥٦ جيجا iphone 13 pro,"EGP 33,000","Sheraton, Cairo•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%A8%D8%B1%D9%88-%D9%A2%D9%A5%D9%A6-%D8%AC%D9%8A%D8%AC%D8%A7-iphone-13-pro-ID206150306.html,8
iphone 13,iphone 13 mini بالعلبه زيرو,"EGP 20,000","Agami, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-%D8%A8%D8%A7%D9%84%D8%B9%D9%84%D8%A8%D9%87-%D8%B2%D9%8A%D8%B1%D9%88-ID206150244.html,8
iphone 13,iPhone 13 Pro,"EGP 21,000","Ismailia City, Ismailia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206149756.html,8
iphone 13,iphone 13,"EGP 24,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205865740.html,8
iphone 13,iPhone 13 Pro Max,"EGP 23,000","6th of October, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206148781.html,8
iphone 13,iphone 13 128G,"EGP 18,000","Amreya, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-ID205858644.html,8
iphone 13,iphone 13pro max,"EGP 34,000","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-max-ID205079342.html,8
iphone 13,iphone 13,"EGP 20,000","Dokki, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206147721.html,8
iphone 13,iphone 13 pro max,"EGP 17,500","Giza District, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206147622.html,8
iphone 13,Iphone 13 used like new,"EGP 30,000
Negotiable","Salam City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-used-like-new-ID206146911.html,8
iphone 13,iphone 13 prooo 256G,"EGP 34,000","El Fostat, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-prooo-256g-ID206146547.html,8
iphone 13,iPhone 13 mini بدون خربوش مع جراب جديد هدية,"EGP 22,000
Negotiable","Al Waha City, Nasr City•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-%D8%A8%D8%AF%D9%88%D9%86-%D8%AE%D8%B1%D8%A8%D9%88%D8%B4-%D9%85%D8%B9-%D8%AC%D8%B1%D8%A7%D8%A8-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%87%D8%AF%D9%8A%D8%A9-ID206145536.html,8
iphone 13,للبيع iphone 13 pro,"EGP 33,000","Kazan Plaza, 6th of October•",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-iphone-13-pro-ID206146166.html,8
iphone 13,Iphone 13 128gb للبيع,"EGP 22,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID206146113.html,8
iphone 13,Iphone 13 Pro Max 1Tb,"EGP 38,000
Negotiable","Beverly Hills Compound, Sheikh Zayed•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-1tb-ID206145615.html,8
iphone 13,Iphone 13 mini - ايفون ١٣ ميني,"EGP 5,500
Negotiable","Rod al-Farag, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D9%85%D9%8A%D9%86%D9%8A-ID205768561.html,9
iphone 13,iPhone 13 Pro 256G,"EGP 33,000
Negotiable","Hadayek El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256g-ID206144532.html,9
iphone 13,iphone 13,"EGP 22,000","New October, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206144461.html,9
iphone 13,iPhone 13 – مساحة 128 جيجا,"EGP 26,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-128-%D8%AC%D9%8A%D8%AC%D8%A7-ID206144252.html,9
iphone 13,iphone 13 pro,"EGP 30,000","Carnell Park, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206144112.html,9
iphone 13,iphone 13 91 Battery Waterproof no box,"EGP 25,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-91-battery-waterproof-no-box-ID206144046.html,9
iphone 13,iPhone 13 pro max,"EGP 35,500","Al Amiriyyah, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206144011.html,9
iphone 13,iPhone 13 pro max,"EGP 27,500","Asyut City, Asyut•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206143585.html,9
iphone 13,iphone 13,"EGP 21,500","Haram, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206143302.html,9
iphone 13,iPhone 13,"EGP 24,000","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206143106.html,9
iphone 13,Apple IPhone 13,"EGP 32,000","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/apple-iphone-13-ID206143028.html,9
iphone 13,iPhone 13 128,"EGP 18,500","Damanhour, Beheira•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-ID206142912.html,9
iphone 13,iPhone 13pro max,"EGP 34,000","1st Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-max-ID206142898.html,9
iphone 13,iPhone 13 Pro 256 G,"EGP 27,000","Zawya al-Hamra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256-g-ID206142858.html,9
iphone 13,iphone 13 pro max,"EGP 34,000","Zawya al-Hamra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206142811.html,9
iphone 13,iphone 13,"EGP 29,500","Markaz Sohag, Sohag•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206142765.html,9
iphone 13,iphone 13 blue 128 G with box battery 88%,"EGP 23,500","Laurent, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-blue-128-g-with-box-battery-88-ID206142713.html,9
iphone 13,iphone 13 pink with box battery :87%,"EGP 24,500","Laurent, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pink-with-box-battery-87-ID206142636.html,9
iphone 13,iphone 13 mini - 256GB - 75%,"EGP 20,000
Negotiable","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-256gb-75-ID205866957.html,9
iphone 13,iphone 13 pro max,"EGP 36,000","Maryotaya, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206142361.html,9
iphone 13,iPhone 13,"EGP 18,500","Raml Station, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205821336.html,9
iphone 13,Iphone 13 Pro ( with box ),"EGP 33,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-with-box-ID206141077.html,9
iphone 13,iPhone 13,"EGP 31,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205568561.html,9
iphone 13,iPhone 13,"EGP 25,000","Dar Misr, 10th of Ramadan•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206140583.html,9
iphone 13,iphone 13 mini,"EGP 13,500","Marg, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206140314.html,9
iphone 13,iPhone 13 Pro - sierra blue,"EGP 35,000
Negotiable","Waili, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-sierra-blue-ID206140302.html,9
iphone 13,iphone 13,"EGP 26,000","Shubra al-Khaimah, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206139957.html,9
iphone 13,iPhone 13pro for sale,"EGP 33,000","New Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-for-sale-ID206139701.html,9
iphone 13,iPhone 13 pro max,"EGP 25,000","Gamasa, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206139012.html,9
iphone 13,iphone 13,"EGP 26,000","Helwan, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205106392.html,9
iphone 13,iPhone 13 Pro,"EGP 33,500","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206138546.html,9
iphone 13,iphone 13 pro Max 256,"EGP 38,000","Downtown Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-ID206138503.html,9
iphone 13,iPhone 13 for sale,"EGP 23,000","New Nozha, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-ID205537578.html,9
iphone 13,iPhone 13 Pro Max عليه ضرببه,"EGP 28,000","Mohandessin, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-%D8%B9%D9%84%D9%8A%D9%87-%D8%B6%D8%B1%D8%A8%D8%A8%D9%87-ID206137564.html,9
iphone 13,iPhone 13,"EGP 30,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206137455.html,9
iphone 13,iphone13pro,"EGP 35,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone13pro-ID206137269.html,9
iphone 13,iPhone 13 Blue 128GB – Trade Line جديد من,"EGP 30,500","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-blue-128gb-trade-line-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-ID206136897.html,9
iphone 13,IPhone 13 for Sale perfect condition,"EGP 23,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-perfect-condition-ID206136874.html,9
iphone 13,iPhone 13,"EGP 19,500
Negotiable","Obour City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206136857.html,9
iphone 13,iphone 13 pro max 128,"EGP 29,000","New Damietta, Damietta•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-128-ID206136239.html,9
iphone 13,iPhone 13 128 GB,"EGP 24,500","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-ID206135620.html,9
iphone 13,iPhone 13 Pro max 2 siim,"EGP 40,500","Damietta City, Damietta•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-2-siim-ID206135594.html,9
iphone 13,مطلوب iphone 13 العادي,"EGP 19,000
Negotiable","Ain Shams, Cairo•",https://www.dubizzle.com.eg/en/ad/%D9%85%D8%B7%D9%84%D9%88%D8%A8-iphone-13-%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D9%8A-ID206135388.html,9
iphone 13,iPhone 13,"EGP 26,000","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206135061.html,9
iphone 13,iPhone 13 pro max duel sim,"EGP 41,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-duel-sim-ID206133551.html,9
iphone 13,Iphone 13 pro max for sale,"EGP 35,000
Negotiable","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-for-sale-ID205855871.html,10
iphone 13,Iphone 13,"EGP 26,000
Negotiable","Helmeyat El Zaytoun, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206133080.html,10
iphone 13,iPhone 13 bro max 128 giga,"EGP 35,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-bro-max-128-giga-ID205977417.html,10
iphone 13,iphone 13 pro max 256g,"EGP 28,000
Negotiable","Hadayek al-Kobba, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256g-ID206132900.html,10
iphone 13,iPhone 13 Pro Max 512 b78,"EGP 36,000","Fleming, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-512-b78-ID206131694.html,10
iphone 13,iphone 13 pro للبع مفهوش خربوش مغير بطارية انبارح لرفع كفاءة,"EGP 34,000","Saba Pasha, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-%D9%84%D9%84%D8%A8%D8%B9-%D9%85%D9%81%D9%87%D9%88%D8%B4-%D8%AE%D8%B1%D8%A8%D9%88%D8%B4-%D9%85%D8%BA%D9%8A%D8%B1-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D8%A9-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1%D8%AD-%D9%84%D8%B1%D9%81%D8%B9-%D9%83%D9%81%D8%A7%D8%A1%D8%A9-ID204144136.html,10
iphone 13,iphone 13 black,"EGP 20,500","8th District, Nasr City•",https://www.dubizzle.com.eg/en/ad/iphone-13-black-ID206130615.html,10
iphone 13,iPhone 13 pro max,"EGP 30,000","Ismailia City, Ismailia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206129733.html,10
iphone 13,iPhone 13 128 bt 90 with box,"EGP 23,000","Shubra al-Khaimah, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-bt-90-with-box-ID206129419.html,10
iphone 13,iphone 13,"EGP 25,000","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205799078.html,10
iphone 13,ايفون ١٣ برو iPhone 13 Pro,"EGP 28,100","Quesna, Monufia•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%A8%D8%B1%D9%88-iphone-13-pro-ID206129310.html,10
iphone 13,iPhone 13 For Sale,"EGP 25,000","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-ID206129267.html,10
iphone 13,iphone 13 pro,"EGP 32,000
Negotiable","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206129197.html,10
iphone 13,IPhone 13 For sale,"EGP 18,000","New Beni Suef, Beni Suef•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-ID206129108.html,10
iphone 13,iphone 13,"EGP 25,500
Negotiable","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206129078.html,10
iphone 13,iPhone 13 حاله ممتازه,"EGP 24,000
Negotiable","Moneeb, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID206128761.html,10
iphone 13,iphone 13,"EGP 26,000","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206128665.html,10
iphone 13,iphone 13 pro max-Gold,"EGP 40,000
Negotiable","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-gold-ID206128415.html,10
iphone 13,iPhone 13 Pro Max,"EGP 35,000","Moharam Bik, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206128081.html,10
iphone 13,iPhone 13 mini,"EGP 13,000","Mohandessin, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206127611.html,10
iphone 13,iPhone 13 128 85‎%‎,"EGP 26,000
Negotiable","Zahraa Al Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-85-ID201731045.html,10
iphone 13,iPhone 13 Pro Max,"EGP 36,500","Obour City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206115519.html,10
iphone 13,iPhone 13,"EGP 25,000","Obour City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID204762150.html,10
